nt_accession	nt_seq_ID	tip_labels	host_taxon	host_genus	Country	Location	Year	nt_slen	nt_title	original_metaspades_contig_node_IDs	original_sample_ID	read_map_consensus_sample_ID	orf_id	contig_id	morph_mosq_sp	SKA_SNP_dist_dend	verif_mosq_sp	comment	cluster_on_SKA_plot	Species
MH267692	MH267692_Apis_rhabdovirus_1	MH267692_Apis_rhabdovirus_1	Apis mellifera	Apis	Sweden	Sweden	2009	14586	Apis rhabdovirus 1 isolate ARV-1_MS, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK026564	MK026564_Manly_virus	MK026564_Manly_virus	Amblyomma moreliae	Amblyomma	Australia	Australia	2016	9835	Manly virus segment 1 RNA-dependent RNA polymerase and glycoprotein genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK026565	MK026565_Fairlight_virus	MK026565_Fairlight_virus	Amblyomma moreliae	Amblyomma	Australia	Australia	2016	9047	Fairlight virus segment 1 RNA-dependent RNA polymerase and glycoprotein genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK026568	MK026568_Quarantine_head_virus	MK026568_Quarantine_head_virus	Amblyomma moreliae	Amblyomma	Australia	Australia	2016	8667	Quarantine head virus segment 1 glycoprotein and RNA-dependent RNA polymerase genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK026591	MK026591_Mivirus_genovaense	MK026591_Mivirus_genovaense	Ixodes holocyclus	Ixodes	Australia	Australia	2017	11018	Genoa virus segment 1 RNA-dependent RNA polymerase, glycoprotein, and putative nucleoprotein genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH319839	MH319839_Chinese_rice-field_eel_rhabdovirus	MH319839_Chinese_rice-field_eel_rhabdovirus	Monopterus albus	Monopterus	China	China	2017	11545	Chinese rice-field eel rhabdovirus, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH919396	MH919396_Vesiculovirus_indiana	MH919396_Vesiculovirus_indiana	Bos taurus	Bos	Costa Rica	Costa Rica	1987	11143	Vesicular stomatitis Indiana virus strain 22-20, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH919398	MH919398_Vesiculovirus_indiana	MH919398_Vesiculovirus_indiana	NA	NA	NA	NA	NA	11115	Vesicular stomatitis Indiana virus strain T1026R1, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH919399	MH919399_Vesiculovirus_indiana	MH919399_Vesiculovirus_indiana	NA	NA	NA	NA	NA	11131	Vesicular stomatitis Indiana virus strain heat-resistant (HR) wild type, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH664040	MH664040_Hapavirus_flanders	MH664040_Hapavirus_flanders	Culex tarsalis	Culex	USA	USA: Larimer County, Colorado	2011	12959	Hapavirus flanders isolate CO11-P247, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH664041	MH664041_Hapavirus_flanders	MH664041_Hapavirus_flanders	Culex tarsalis	Culex	USA	USA: Larimer County, Colorado	2011	12961	Hapavirus flanders isolate CO11-P336, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH664043	MH664043_Hapavirus_flanders	MH664043_Hapavirus_flanders	Culex tarsalis	Culex	Canada	Canada: Saskatchewan	1905	13039	Hapavirus flanders isolate M820-67, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH664045	MH664045_Hapavirus_flanders	MH664045_Hapavirus_flanders	Culex tarsalis	Culex	USA	USA: California	1905	13050	Hapavirus flanders isolate CA63V-162, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH664047	MH664047_Hapavirus_flanders	MH664047_Hapavirus_flanders	Culex tarsalis	Culex	USA	USA: Colorado	1987	13038	Hapavirus flanders isolate CO1987, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MG880117	MG880117_Deer_tick_mononegavirales-like_virus	MG880117_Deer_tick_mononegavirales-like_virus	Ixodes persulcatus	Ixodes	China	China	2015	3986	Deer tick mononegavirales-like virus isolate China/HLJ/2015 RNA-dependent RNA polymerase gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH188000	MH188000_Culex_rhabdovirus	MH188000_Culex_rhabdovirus	Culex	Culex	USA	USA	2016	11824	Culex rhabdovirus strain CRV/Kern, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH188003	MH188003_Ohlsrhavirus_culex	MH188003_Ohlsrhavirus_culex	Culex	Culex	USA	USA	2016	11301	Culex rhabdo-like virus strain CRVL/Los Angeles, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH188031	MH188031_Culicidavirus_quitotaense	MH188031_Culicidavirus_quitotaense	Culex	Culex	USA	USA	2016	11155	Culex mosquito virus 4 strain CMosV4/Santa Clara, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH188036	MH188036_Culicidavirus_culicis	MH188036_Culicidavirus_culicis	Culex	Culex	USA	USA	2016	11231	Culex mosquito virus 5 strain CMosV5/Santa Clara, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LC270812	LC270812_Almendravirus_menghai	LC270812_Almendravirus_menghai	Aedes albopictus	Aedes	Japan	Japan	NA	10777	Menghai rhabdovirus RNA, complete genome, strain: kunoichi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MG663512	MG663512_Sprivivirus_cyprinus	MG663512_Sprivivirus_cyprinus	Cyprinus carpio nudus	Cyprinus	South Korea	South Korea	2016	11029	Sprivirus cyprinus isolate ADC-SVC2016-5, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MG663513	MG663513_Sprivivirus_cyprinus	MG663513_Sprivivirus_cyprinus	Micropterus salmoides	Micropterus	South Korea	South Korea	2016	11034	Sprivirus cyprinus isolate ADC-SVC2016-3, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH430648	MH430648_Gylbovirus_aagae	MH430648_Gylbovirus_aagae	Aedes aegypti	Aedes	USA	USA	NA	12804	Aedes anphevirus isolate Miami 2 nucleoprotein gene, complete cds; nonfunctional small TMD protein and nonfunctional putative glycoprotein genes, complete sequence; putative ZnF protein gene, complete cds; nonfunctional putative TMD protein gene, complete sequence; and RdRP protein gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH430650	MH430650_Gylbovirus_aagae	MH430650_Gylbovirus_aagae	Aedes aegypti	Aedes	Colombia	Colombia	NA	12674	Aedes anphevirus isolate Cali nucleoprotein gene, complete cds; nonfunctional small TMD protein and nonfunctional putative glycoprotein genes, complete sequence; putative ZnF protein gene, complete cds; nonfunctional putative TMD protein gene, complete sequence; and RdRP protein gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH430651	MH430651_Gylbovirus_aagae	MH430651_Gylbovirus_aagae	Aedes aegypti	Aedes	Thailand	Thailand	NA	12835	Aedes anphevirus isolate Chaiyaphum nucleoprotein gene, complete cds; nonfunctional small TMD protein and nonfunctional putative glycoprotein genes, complete sequence; putative ZnF protein gene, complete cds; nonfunctional putative TMD protein gene, complete sequence; and RdRP protein gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH430652	MH430652_Gylbovirus_aagae	MH430652_Gylbovirus_aagae	Aedes aegypti	Aedes	Malaysia	Malaysia	NA	12897	Aedes anphevirus isolate Jinjang nucleoprotein and small TMD protein genes, complete cds; nonfunctional putative glycoprotein genes, complete sequence; and putative ZnF protein, putative TMD protein, and RdRP protein genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH430653	MH430653_Gylbovirus_aagae	MH430653_Gylbovirus_aagae	Aedes aegypti	Aedes	Thailand	Thailand	NA	12872	Aedes anphevirus isolate Nakhon Nayok nucleoprotein, small TMD protein, putative glycoprotein, putative ZnF protein, putative TMD protein, and RdRP protein genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH430654	MH430654_Gylbovirus_aagae	MH430654_Gylbovirus_aagae	Aedes aegypti	Aedes	India	India	NA	12891	Aedes anphevirus isolate Pune CCL-125 nucleoprotein, small TMD protein, putative glycoprotein, putative ZnF protein, putative TMD protein, and RdRP protein genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH430655	MH430655_Gylbovirus_aagae	MH430655_Gylbovirus_aagae	Aedes aegypti	Aedes	Thailand	Thailand	NA	12811	Aedes anphevirus isolate Rayong T32 nucleoprotein, small TMD protein, putative glycoprotein, putative ZnF protein, putative TMD protein, and RdRP protein genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH430656	MH430656_Gylbovirus_aagae	MH430656_Gylbovirus_aagae	Aedes aegypti	Aedes	Kenya	Kenya	NA	13007	Aedes anphevirus isolate Rabai K2 nucleoprotein gene, complete cds; nonfunctional small TMD protein and nonfunctional putative glycoprotein genes, complete sequence; putative ZnF protein gene, complete cds; nonfunctional putative TMD protein gene, complete sequence; and RdRP protein gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH430657	MH430657_Gylbovirus_aagae	MH430657_Gylbovirus_aagae	Aedes aegypti	Aedes	Kenya	Kenya	NA	13012	Aedes anphevirus isolate Rabai K14 nucleoprotein gene, complete cds; nonfunctional small TMD protein and nonfunctional putative glycoprotein genes, complete sequence; putative ZnF protein gene, complete cds; nonfunctional putative TMD protein gene, complete sequence; and RdRP protein gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH430658	MH430658_Gylbovirus_aagae	MH430658_Gylbovirus_aagae	Aedes aegypti	Aedes	Mexico	Mexico	NA	12766	Aedes anphevirus isolate Chetumal CTM nucleoprotein gene, complete cds; nonfunctional small TMD protein and nonfunctional putative glycoprotein genes, complete sequence; and putative ZnF protein, putative TMD protein, and RdRP protein genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH430663	MH430663_Gylbovirus_aagae	MH430663_Gylbovirus_aagae	Aedes albopictus	Aedes	NA	NA	NA	12940	Aedes anphevirus isolate c6/36.wMelPop-CLA nucleoprotein gene, complete cds; nonfunctional small TMD protein and nonfunctional putative glycoprotein genes, complete sequence; putative ZnF protein gene, complete cds; nonfunctional putative TMD protein gene, complete sequence; and RdRP protein gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH430665	MH430665_Gylbovirus_aagae	MH430665_Gylbovirus_aagae	Aedes aegypti	Aedes	Gabon	Gabon	NA	12999	Aedes anphevirus isolate Bakoumba nucleoprotein gene, complete cds; nonfunctional small TMD protein and nonfunctional putative glycoprotein genes, complete sequence; putative ZnF protein gene, complete cds; nonfunctional putative TMD protein gene, complete sequence; and RdRP protein gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH430666	MH430666_Gylbovirus_aagae	MH430666_Gylbovirus_aagae	Aedes aegypti	Aedes	Thailand	Thailand	NA	12872	Aedes anphevirus isolate Bangkok nucleoprotein gene, complete cds; nonfunctional small TMD protein and nonfunctional putative glycoprotein genes, complete sequence; and putative ZnF protein, putative TMD protein, and RdRP protein genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH037149	MH037149_Gylbovirus_aagae	MH037149_Gylbovirus_aagae	Aedes albopictus	Aedes	USA	USA	2013	12842	Aedes anphevirus strain RML-12, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH237595	MH237595_Aedes_aegypti_anphevirus	MH237595_Aedes_aegypti_anphevirus	Aedes aegypti	Aedes	Australia	Australia	2016	12916	Aedes aegypti anphevirus strain 1a, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH310083	MH310083_Merhavirus_merida	MH310083_Merhavirus_merida	Culex quinquefasciatus	Culex	USA	USA	2015	11715	Merida virus isolate CC_H, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MF893248	MF893248_Penicillimonavirus_kilnbarnense	MF893248_Penicillimonavirus_kilnbarnense	Drosophila suzukii	Drosophila	United Kingdom	United Kingdom	2014	3744	Kiln Barn virus isolate UK1, partial genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MG604920	MG604920_Alphanucleorhabdovirus_tritici	MG604920_Alphanucleorhabdovirus_tritici	Triticum aestivum	Triticum	China	China	2016	14486	Wheat yellow striate virus isolate SX-HC nucleocapsid protein, putative phosphoprotein, P3 protein, matrix protein, glycoprotein, hypothetical protein P6, and probable RNA-dependent RNA polymerase genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MG385079	MG385079_Grenada_mosquito_rhabdovirus_1	MG385079_Grenada_mosquito_rhabdovirus_1	Deinocerites	Deinocerites	Grenada	Grenada	2015	14420	Grenada mosquito rhabdovirus 1, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MF975531	MF975531_Betaricinrhavirus_chimay	MF975531_Betaricinrhavirus_chimay	Ixodes ricinus	Ixodes	Belgium	Belgium	2009	13706	Chimay rhabdovirus isolate Chimay-1, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MG599980	MG599980_Xilang_striavirus	MG599980_Xilang_striavirus	Antennarius striatus	Antennarius	China	China	NA	17221	Wenling frogfish filovirus strain XYHYS28627 nucleoprotein, hypothetical protein, matrix protein, hypothetical protein, putative glycoprotein 1, putative glycoprotein 2, VP30, hypothetical protein, and L protein genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MG599981	MG599981_Huangjiao_thamnovirus	MG599981_Huangjiao_thamnovirus	Thamnaconus septentrionalis	Thamnaconus	China	China	NA	14280	Wenling thamnaconus septentrionalis filovirus strain LQMMTII17328 hypothetical protein, nucleoprotein, hypothetical protein, putative glycoprotein, hypothetical protein, and L protein genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MG600018	MG600018_Wenling_dimarhabdovirus_9	MG600018_Wenling_dimarhabdovirus_9	NA	NA	China	China	NA	9654	Wenling dimarhabdovirus 9 strain XDXMG13839 nucleoprotein, hypothetical protein, and glycoprotein genes, complete cds; and L protein gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MG600019	MG600019_Wenling_dimarhabdovirus_10	MG600019_Wenling_dimarhabdovirus_10	NA	NA	China	China	NA	8963	Wenling dimarhabdovirus 10 strain XLXMS97756 hypothetical protein genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MG600059	MG600059_Cynoglossus_cynoglossusvirus	MG600059_Cynoglossus_cynoglossusvirus	Cynoglossus	Cynoglossus	China	China	NA	15043	Wenling tonguesole paramyxovirus strain XYHYC190750 nucleoprotein, hypothetical protein, matrix protein, fusion protein, putative glycoprotein, and L protein genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MG600062	MG600062_Hoplichthys_hoplichthysvirus	MG600062_Hoplichthys_hoplichthysvirus	Hoplichthys	Hoplichthys	China	China	NA	15326	Wenling hoplichthys paramyxovirus strain XYXMC57250 nucleoprotein, hypothetical protein, matrix protein, fusion protein, hemagglutinin-neuraminidase, and L protein genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MG550267	MG550267_Soybean_cyst_nematode_nyami-like_virus	MG550267_Soybean_cyst_nematode_nyami-like_virus	Heterodera glycines	Heterodera	USA	USA: Missouri	2014	11728	Soybean cyst nematode nyami-like virus isolate 6232814-16N nucleoprotein, putative phosphoprotein, putative matrix protein, glycoprotein, and RNA-dependent RNA polymerase genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KY435948	KY435948_Cururu_virus	KY435948_Cururu_virus	Culex quinquefasciatus	Culex	Brazil	Brazil: Cuiaba, MT	2013	1081	Cururu virus strain BR/MT_CbaAr549/2013 RNA-dependent RNA polymerase gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MF360789	MF360789_Nigecruvirus_ixodes	MF360789_Nigecruvirus_ixodes	Ixodes scapularis	Ixodes	USA	USA	2016	11518	Blacklegged tick chuvirus-2 isolate RTS126, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MF360790	MF360790_Betaricinrhavirus_scapularis	MF360790_Betaricinrhavirus_scapularis	Ixodes scapularis	Ixodes	USA	USA	2016	13841	Blacklegged tick rhabdovirus-1 isolate RTS95.16, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MF360791	MF360791_Dog_Tick_rhabdovirus-1	MF360791_Dog_Tick_rhabdovirus-1	Ixodes scapularis	Ixodes	USA	USA	2016	12073	Dog Tick rhabdovirus-1 isolate RTS107, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MF615270	MF615270_Ephemerovirus_kent	MF615270_Ephemerovirus_kent	Ixodes scapularis	Ixodes	USA	USA	2016	14814	New Kent County virus isolate RTS126, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MG552608	MG552608_Vesiculovirus_newjersey	MG552608_Vesiculovirus_newjersey	Bos taurus	Bos	Mexico	Mexico	2006	11123	Vesicular stomatitis New Jersey virus isolate NJ0806VCB, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MG552609	MG552609_Vesiculovirus_newjersey	MG552609_Vesiculovirus_newjersey	Equus caballus	Equus	USA	USA	2012	11123	Vesicular stomatitis New Jersey virus isolate NJ0612NME6, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MG012486	MG012486_Aedes_aegypti_anphevirus	MG012486_Aedes_aegypti_anphevirus	Aedes aegypti	Aedes	USA	USA	2016	5313	Aedes aegypti anphevirus isolate a1 polyprotein gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MF882997	MF882997_Merida-like_virus_Turkey	MF882997_Merida-like_virus_Turkey	Culex pipiens	Culex	Turkey	Turkey	2016	11767	Merida-like virus Turkey isolate P431, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MF536978	MF536978_Betapaprhavirus_frugiperda	MF536978_Betapaprhavirus_frugiperda	Spodoptera frugiperda	Spodoptera	USA	USA	2016	13220	Spodoptera frugiperda rhabdovirus isolate Sf9, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MF536979	MF536979_Betapaprhavirus_frugiperda	MF536979_Betapaprhavirus_frugiperda	Spodoptera frugiperda	Spodoptera	USA	USA	2016	13540	Spodoptera frugiperda rhabdovirus isolate Sf21, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KY768857	KY768857_Ohlsrhavirus_ohlsdorf	KY768857_Ohlsrhavirus_ohlsdorf	Ochlerotatus cantans	Ochlerotatus	Germany	Germany	2013	6369	Ohlsdorf virus strain Coswig/2013/Oc.cantans/S1 polymerase-associated protein (L) gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KY768859	KY768859_Ohlsrhavirus_ohlsdorf	KY768859_Ohlsrhavirus_ohlsdorf	Ochlerotatus cantans	Ochlerotatus	Germany	Germany	2013	6369	Ohlsdorf virus strain Kuehkopf/2013/Oc.cantans/7606 polymerase-associated protein (L) gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KY768860	KY768860_Ohlsrhavirus_ohlsdorf	KY768860_Ohlsrhavirus_ohlsdorf	Ochlerotatus cantans	Ochlerotatus	Germany	Germany	2015	6369	Ohlsdorf virus strain Ohlsdorf16/2015/Oc.cantans/16 polymerase-associated protein (L) gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KY768861	KY768861_Ohlsrhavirus_ohlsdorf	KY768861_Ohlsrhavirus_ohlsdorf	Ochlerotatus cantans	Ochlerotatus	Germany	Germany	2015	6369	Ohlsdorf virus strain Ohlstedt/2015/Oc.cantans/10 polymerase-associated protein (L) gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MF279192	MF279192_Rhabdoviridae_sp_	MF279192_Rhabdoviridae_sp.	Rhinolophus affinis	Rhinolophus	China	China	2011	10866	Rhabdoviridae sp. strain IH17, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MF114348	MF114348_Apis_rhabdovirus_1	MF114348_Apis_rhabdovirus_1	Apis mellifera	Apis	Israel	Israel	2013	14606	UNVERIFIED: Apis rhabdovirus 1 strain Apis/Israel/A, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MF114349	MF114349_Apis_rhabdovirus_1	MF114349_Apis_rhabdovirus_1	Apis mellifera	Apis	USA	USA	2013	13842	Apis rhabdovirus 1 strain Apis/USA/A, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MF114351	MF114351_Apis_rhabdovirus_1	MF114351_Apis_rhabdovirus_1	Varroa destructor	Varroa	Israel	Israel	2013	14589	Apis rhabdovirus 1 strain Varroa/Israel/B, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MF141072	MF141072_Norway_mononegavirus_1	MF141072_Norway_mononegavirus_1	Ixodes ricinus	Ixodes	Norway	Norway	2014	11505	Norway mononegavirus 1 isolate NOR/H3/Skanevik/2014 nucleoprotein, hypothetical protein, matrix protein, glycoprotein, and RNA-dependent RNA-polymerase genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MF141073	MF141073_Norway_mononegavirus_1	MF141073_Norway_mononegavirus_1	Ixodes ricinus	Ixodes	Norway	Norway	2014	11503	Norway mononegavirus 1 isolate NOR/A2/Bronnoya/2014 nucleoprotein, hypothetical protein, matrix protein, glycoprotein, and RNA-dependent RNA-polymerase genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MF344595	MF344595_Ohlsrhavirus_lobeira	MF344595_Ohlsrhavirus_lobeira	Aedes albopictus	Aedes	Brazil	Brazil	2015	8875	Lobeira virus RNA-dependent RNA polymerase protein (L) gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MF196237	MF196237_Vesiculovirus_newjersey	MF196237_Vesiculovirus_newjersey	Bos taurus	Bos	Mexico	Mexico	2008	11107	Vesicular stomatitis New Jersey virus isolate NJ1008JAB, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MF196238	MF196238_Vesiculovirus_newjersey	MF196238_Vesiculovirus_newjersey	Bos taurus	Bos	Mexico	Mexico	2007	11107	Vesicular stomatitis New Jersey virus isolate NJ1007CPB, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MF189987	MF189987_Barns_Ness_beadlet_anemone_chu-like_virus_1	MF189987_Barns_Ness_beadlet_anemone_chu-like_virus_1	Actinia equina	Actinia	United Kingdom	United Kingdom: Scotland	2014	6131	Barns Ness beadlet anemone chu-like virus 1 isolate K12 segment RNA1, partial sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MF190042	MF190042_Caledonia_dog_whelk_rhabdo-like_virus_1	MF190042_Caledonia_dog_whelk_rhabdo-like_virus_1	Nucella lapillus	Nucella	United Kingdom	United Kingdom: Scotland	2014	8223	Caledonia dog whelk rhabdo-like virus 1 isolate U97, partial genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KY475636	KY475636_Sprivivirus_cyprinus	KY475636_Sprivivirus_cyprinus	Ctenopharyngodon idella	Ctenopharyngodon	China	China	2016	11029	Sprivirus cyprinus isolate SH160901, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KY315724	KY315724_Ephemerovirus_febris	KY315724_Ephemerovirus_febris	Bos taurus	Bos	China	China	2002	14941	Bovine ephemeral fever virus strain JT02L, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MF176245	MF176245_Culex_mononega-like_virus_1	MF176245_Culex_mononega-like_virus_1	Culex globocoxitus	Culex	Australia	Australia: Point Douro	2015	7130	Culex mononega-like virus 1 strain mos172gb79286 segment 1, complete sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MF176247	MF176247_Doupovirus_australiaense	MF176247_Doupovirus_australiaense	Culex globocoxitus	Culex	Australia	Australia: Point Douro	2015	13283	Culex mononega-like virus 2 strain mos172gb89800, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MF176268	MF176268_Doupovirus_australiaense	MF176268_Doupovirus_australiaense	Culex australicus	Culex	Australia	Australia: Point Douro	2015	13259	Culex mononega-like virus 2 strain mos172X59831, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MF176269	MF176269_Ohlsrhavirus_culex	MF176269_Ohlsrhavirus_culex	Culex australicus	Culex	Australia	Australia: Point Douro	2015	11473	Culex rhabdo-like virus strain mos172X35455, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MF176296	MF176296_Culex_mononega-like_virus_1	MF176296_Culex_mononega-like_virus_1	Culex globocoxitus	Culex	Australia	Australia: Siesta Park	2015	7137	Culex mononega-like virus 1 strain mos191gb14102 segment 1, complete sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MF176316	MF176316_Culex_mononega-like_virus_1	MF176316_Culex_mononega-like_virus_1	Culex australicus	Culex	Australia	Australia: Siesta Park	2015	7123	Culex mononega-like virus 1 strain mos191X45127 segment 1, complete sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MF176318	MF176318_Doupovirus_australiaense	MF176318_Doupovirus_australiaense	Culex australicus	Culex	Australia	Australia: Siesta Park	2015	13277	Culex mononega-like virus 2 strain mos191X56446, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
