qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	slen	evalue	bitscore	stitle	tax_id	Collapsed_lineage	superkingdom	phylum	class	order	family	genus	species	kingdom	realm	clade1	clade2
F1473_NODE_575_length_1962_cov_8.753015_1	XP_021708558.1	65.6	506	142	8	1	499	165	645	645	6.2e-175	625.2	XP_021708558.1 patatin-like phospholipase domain-containing protein 3 isoform X4 [Aedes aegypti]	7159	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Aedes|Aedes aegypti||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia||Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|||||||||||||||Pterygota||Culicinae|Stegomyia||Nematocera|Hexapoda|||||Culicoidea|||Aedini|	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes aegypti	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1473_NODE_973_length_1580_cov_3.504918_1	QNN89182.1	74.1	444	110	1	1	444	183	621	621	6.5e-184	654.8	QNN89182.1 putative RNA dependent RNA polymerase [Pezizella ericae ourmia-like virus 1]	2769356	Viruses|Lenarviricota|Miaviricetes|Ourlivirales|Botourmiaviridae|Ourmiavirus|Pezizella ericae ourmia-like virus 1||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Ourmiavirus||||||||||||||||||||||||||||||	Viruses	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	Ourmiavirus	Pezizella ericae ourmia-like virus 1	Orthornavirae	Riboviria	NA	NA
F1474_NODE_7_length_2458_cov_2.905951_2	XP_021705001.1	49.4	869	320	18	1	819	307	1105	1359	1.7e-105	395.2	XP_021705001.1 histone-lysine N-methyltransferase Suv4-20-like [Aedes aegypti]	7159	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Aedes|Aedes aegypti||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia||Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|||||||||||||||Pterygota||Culicinae|Stegomyia||Nematocera|Hexapoda|||||Culicoidea|||Aedini|	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes aegypti	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1196_NODE_4071_length_1042_cov_1.406282_1	KXJ68368.1	70.6	347	102	0	1	347	189	535	605	6.3e-142	515	KXJ68368.1 hypothetical protein RP20_CCG003891 [Aedes albopictus]	7160	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Aedes|Aedes albopictus||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia||Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|||||||||||||||Pterygota||Culicinae|Stegomyia||Nematocera|Hexapoda|||||Culicoidea|||Aedini|	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes albopictus	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1196_NODE_4083_length_1040_cov_1.617259_1	XP_029729685.1	80.6	351	54	7	1	346	40	381	1193	4e-149	538.9	XP_029729685.1 LOW QUALITY PROTEIN: zinc finger protein 729-like [Aedes albopictus]	7160	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Aedes|Aedes albopictus||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia||Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|||||||||||||||Pterygota||Culicinae|Stegomyia||Nematocera|Hexapoda|||||Culicoidea|||Aedini|	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes albopictus	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1471_NODE_1920_length_1644_cov_1.213971_2	XP_041769558.1	81.3	284	51	1	24	305	521	804	1068	8.8e-132	481.1	XP_041769558.1 uncharacterized protein K02A2.6-like [Anopheles merus]	30066	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Anopheles|Anopheles merus||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia|Pyretophorus|Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|gambiae species complex||||||||||||||Pterygota||Anophelinae|Cellia||Nematocera|Hexapoda|||||Culicoidea||||	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Anopheles	Anopheles merus	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1471_NODE_2135_length_1568_cov_1.863847_1	AAM29462.1	63.6	484	168	3	1	482	177	654	825	1.5e-179	640.6	AAM29462.1 RE36839p [Drosophila melanogaster]	7227	Eukaryota|Arthropoda|Insecta|Diptera|Drosophilidae|Drosophila|Drosophila melanogaster||Opisthokonta|Eumetazoa|Cyclorrhapha||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia|Eremoneura|Endopterygota|||||Neoptera|Muscomorpha||Metazoa||cellular organisms|Schizophora|Acalyptratae|||||||||melanogaster group|melanogaster subgroup|||Pterygota||Drosophilinae|Sophophora||Brachycera|Hexapoda|||||Ephydroidea|||Drosophilini|	Eukaryota	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila melanogaster	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1452_NODE_2_length_10284_cov_1155.393489_2	YP_009345032.1	99.8	2000	5	0	12	2011	1	2000	2000	0	4019.5	YP_009345032.1 hypothetical protein 1 [Wuhan insect virus 33]	1923736	Viruses||||||Wuhan insect virus 33||Riboviria||||||||||||||||||||||||||||||unclassified Riboviria|unclassified RNA viruses ShiM-2016|||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	Wuhan insect virus 33	NA	Riboviria	NA	NA
F1452_NODE_299_length_1829_cov_1.975761_2	XP_038114372.1	98.7	397	5	0	23	419	445	841	841	3.3e-230	808.5	XP_038114372.1 integrin beta-PS isoform X2 [Culex quinquefasciatus]	7176	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Culex|Culex quinquefasciatus||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia||Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|Culex pipiens complex||||||||||||||Pterygota||Culicinae|Culex||Nematocera|Hexapoda|||||Culicoidea|||Culicini|	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex quinquefasciatus	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1453_NODE_1_length_9739_cov_1041.856671_1	BBQ04783.1	84.2	2889	436	6	12	2899	1	2869	2869	0	4875.1	BBQ04783.1 RNA-dependent RNA polymerase [Isahaya Culex iflavirus]	2683676	Viruses|Pisuviricota|Pisoniviricetes|Picornavirales|Iflaviridae||Isahaya Culex iflavirus||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Iflaviridae||||||||||||||||||||||||||||||	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Iflaviridae	NA	Isahaya Culex iflavirus	Orthornavirae	Riboviria	NA	NA
F1456_NODE_4_length_1719_cov_696.986779_1	BDB16244.1	86.8	538	71	0	17	554	1	538	539	2.6e-291	1011.9	BDB16244.1 RNA-dependent RNA polymerase [Aspergillus protuberus partitivirus 1]	2875493	Viruses|Pisuviricota|Duplopiviricetes|Durnavirales|Partitiviridae||Aspergillus protuberus partitivirus 1||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Partitiviridae||||||||||||||||||||||||||||||	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	Aspergillus protuberus partitivirus 1	Orthornavirae	Riboviria	NA	NA
F1457_NODE_1_length_9780_cov_2915.760617_1	AXV43894.1	91.2	3088	273	0	19	3106	1	3088	3088	0	5664.3	AXV43894.1 polyprotein [Yongsan picorna-like virus 2]	2315805	Viruses|Pisuviricota|Pisoniviricetes|Picornavirales|||Yongsan picorna-like virus 2||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Picornavirales||||||||||||||||||||||||||||||	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	NA	NA	Yongsan picorna-like virus 2	Orthornavirae	Riboviria	NA	NA
F1460_NODE_9_length_1992_cov_43.488384_2	QIR30301.1	47.7	708	308	16	3	664	3	694	763	7.3e-147	532.3	QIR30301.1 RNA-dependent RNA polymerase [Plasmopara viticola lesion associated narnavirus 22]	2719506	Viruses|Lenarviricota|Amabiliviricetes|Wolframvirales|Narnaviridae|Narnavirus|Plasmopara viticola lesion associated narnavirus 22||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Narnavirus||||||||||||||||||||||||||||||	Viruses	Lenarviricota	Amabiliviricetes	Wolframvirales	Narnaviridae	Narnavirus	Plasmopara viticola lesion associated narnavirus 22	Orthornavirae	Riboviria	NA	NA
F1506_NODE_39_length_2155_cov_15.576190_1	YP_009388579.1	84.7	717	108	2	1	717	2	716	1068	0	1257.3	YP_009388579.1 RdRp [Wilkie narna-like virus 2]	2010281	Viruses||||||Wilkie narna-like virus 2||||||||||||||||||||||||||||||||unclassified viruses||||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	Wilkie narna-like virus 2	NA	NA	NA	NA
F1506_NODE_58_length_1831_cov_21.750563_1	BBM96510.1	98.6	572	8	0	1	572	344	915	915	0	1137.9	BBM96510.1 RNA-directed RNA polymerase [Aedes aegypti totivirus]	2603435	Viruses|Duplornaviricota|Chrymotiviricetes|Ghabrivirales|Totiviridae||Aedes aegypti totivirus||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Totiviridae||||||||||||||||||||||||||||||	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	NA	Aedes aegypti totivirus	Orthornavirae	Riboviria	NA	NA
F1507_NODE_817_length_2801_cov_12.148216_2	XP_021702882.1	99.5	765	4	0	48	812	1	765	765	0	1487.2	XP_021702882.1 ATP-dependent zinc metalloprotease YME1 homolog [Aedes aegypti]	7159	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Aedes|Aedes aegypti||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia||Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|||||||||||||||Pterygota||Culicinae|Stegomyia||Nematocera|Hexapoda|||||Culicoidea|||Aedini|	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes aegypti	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1507_NODE_1077_length_2536_cov_12.729948_2	XP_001661247.2	94.3	526	30	0	22	547	1	526	526	1.6e-123	454.5	XP_001661247.2 protein TIS11 [Aedes aegypti]	7159	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Aedes|Aedes aegypti||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia||Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|||||||||||||||Pterygota||Culicinae|Stegomyia||Nematocera|Hexapoda|||||Culicoidea|||Aedini|	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes aegypti	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1507_NODE_1130_length_2486_cov_8.171946_3	XP_021704954.1	100	735	0	0	14	748	1	735	735	0	1119.8	XP_021704954.1 uncharacterized protein LOC5566165 [Aedes aegypti]	7159	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Aedes|Aedes aegypti||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia||Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|||||||||||||||Pterygota||Culicinae|Stegomyia||Nematocera|Hexapoda|||||Culicoidea|||Aedini|	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes aegypti	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1362_NODE_56_length_3562_cov_3.158255_1	YP_009337325.1	25.7	1223	785	33	18	1187	572	1723	2029	4.1e-84	324.7	YP_009337325.1 hypothetical protein 1 [Hubei picorna-like virus 77]	1923161	Viruses||||||Hubei picorna-like virus 77||Riboviria||||||||||||||||||||||||||||||unclassified Riboviria|unclassified RNA viruses ShiM-2016|||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	Hubei picorna-like virus 77	NA	Riboviria	NA	NA
F1362_NODE_102_length_3099_cov_4.507556_1	QKS69535.1	74.8	1024	256	2	9	1032	1	1022	1134	0	1550.8	QKS69535.1 RNA-dependent RNA polymerase [Erysiphe necator associated bluner-like virus 1]	2744810	Viruses|Kitrinoviricota|Alsuviricetes|Martellivirales|Kitaviridae|Blunervirus|Erysiphe necator associated bluner-like virus 1||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Blunervirus||||||||||||||||||||||||||||||	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Kitaviridae	Blunervirus	Erysiphe necator associated bluner-like virus 1	Orthornavirae	Riboviria	NA	NA
F1362_NODE_244_length_2340_cov_2.569803_1	ABP48077.1	53.4	717	330	3	3	719	540	1252	1339	4.1e-223	785.8	ABP48077.1 putative gag-pol protein [Drosophila ananassae]	7217	Eukaryota|Arthropoda|Insecta|Diptera|Drosophilidae|Drosophila|Drosophila ananassae||Opisthokonta|Eumetazoa|Cyclorrhapha||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia|Eremoneura|Endopterygota|||||Neoptera|Muscomorpha||Metazoa||cellular organisms|Schizophora|Acalyptratae|ananassae species complex||||||||melanogaster group|ananassae subgroup|||Pterygota||Drosophilinae|Sophophora||Brachycera|Hexapoda|||||Ephydroidea|||Drosophilini|	Eukaryota	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila ananassae	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1509_NODE_206_length_2353_cov_3.070496_1	QJT93754.1	31.3	732	442	21	1	708	108	802	1062	1e-70	279.6	QJT93754.1 RNA-dependent RNA polymerase [Erysiphe necator associated narnavirus 22]	2736379	Viruses|Lenarviricota|Amabiliviricetes|Wolframvirales|Narnaviridae|Narnavirus|Erysiphe necator associated narnavirus 22||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Narnavirus||||||||||||||||||||||||||||||	Viruses	Lenarviricota	Amabiliviricetes	Wolframvirales	Narnaviridae	Narnavirus	Erysiphe necator associated narnavirus 22	Orthornavirae	Riboviria	NA	NA
F1568_NODE_2360_length_1531_cov_4.068428_1	XP_039441520.1	93.3	432	29	0	6	437	83	514	514	7.9e-150	541.6	XP_039441520.1 zinc finger protein OZF-like [Culex pipiens pallens]	42434	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Culex|Culex pipiens||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia||Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|Culex pipiens complex||||||||||||||Pterygota||Culicinae|Culex||Nematocera|Hexapoda||Culex pipiens pallens|||Culicoidea|||Culicini|	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex pipiens	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1426_NODE_28_length_2861_cov_111.933001_2	QDB74980.1	76.1	569	136	0	46	614	1	569	574	1.1e-269	940.3	QDB74980.1 MAG: RNA-dependent RNA polymerase [Penicillium miczynskii RNA virus 1]	2587543	Viruses||||||Penicillium miczynskii RNA virus 1||Riboviria||||||||||||||||||||||||||||||unclassified Riboviria||||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	Penicillium miczynskii RNA virus 1	NA	Riboviria	NA	NA
F1426_NODE_50_length_2488_cov_5.993424_1	QDB75015.1	63.9	828	299	0	1	828	67	894	2142	0	1101.3	QDB75015.1 MAG: RNA-dependent RNA polymerase [Coniothyrium diplodiella negative-stranded RNA virus 1]	2587545	Viruses|Negarnaviricota|Ellioviricetes|Bunyavirales|Discoviridae|Orthodiscovirus|Orthodiscovirus coniellae||Riboviria||||||||||||||||||||||||||||Orthornavirae||Coniothyrium diplodiella negative-stranded RNA virus 1|||||||||||||||||||||Polyploviricotina|||||||||	Viruses	Negarnaviricota	Ellioviricetes	Bunyavirales	Discoviridae	Orthodiscovirus	Orthodiscovirus coniellae	Orthornavirae	Riboviria	NA	NA
F1426_NODE_482_length_1148_cov_6.571821_1	QDB75015.1	80.6	382	74	0	1	382	889	1270	2142	9.9e-181	644	QDB75015.1 MAG: RNA-dependent RNA polymerase [Coniothyrium diplodiella negative-stranded RNA virus 1]	2587545	Viruses|Negarnaviricota|Ellioviricetes|Bunyavirales|Discoviridae|Orthodiscovirus|Orthodiscovirus coniellae||Riboviria||||||||||||||||||||||||||||Orthornavirae||Coniothyrium diplodiella negative-stranded RNA virus 1|||||||||||||||||||||Polyploviricotina|||||||||	Viruses	Negarnaviricota	Ellioviricetes	Bunyavirales	Discoviridae	Orthodiscovirus	Orthodiscovirus coniellae	Orthornavirae	Riboviria	NA	NA
F1427_NODE_12_length_3581_cov_418.068633_1	QRW42729.1	99.6	1118	5	0	3	1120	1	1118	1118	0	2268.8	QRW42729.1 MAG: RNA-dependent RNA polymerase [Hubei chryso-like virus 1]	1922855	Viruses||||||Hubei chryso-like virus 1||Riboviria||||||||||||||||||||||||||||||unclassified Riboviria|unclassified RNA viruses ShiM-2016|||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	Hubei chryso-like virus 1	NA	Riboviria	NA	NA
F1341_NODE_5470_length_1075_cov_2.424510_1	KXJ76126.1	94.3	336	19	0	22	357	349	684	1234	7.7e-127	464.9	KXJ76126.1 hypothetical protein RP20_CCG010281 [Aedes albopictus]	7160	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Aedes|Aedes albopictus||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia||Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|||||||||||||||Pterygota||Culicinae|Stegomyia||Nematocera|Hexapoda|||||Culicoidea|||Aedini|	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes albopictus	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1358_NODE_1107_length_2415_cov_4.811017_1	XP_049529349.1	76.7	464	70	7	40	467	13	474	1425	3.5e-164	589.3	XP_049529349.1 maternal protein pumilio isoform X2 [Anopheles darlingi]	43151	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Anopheles|Anopheles darlingi||Opisthokonta|Eumetazoa|argyritarsis series||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia|argyritarsis section|Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|||||||||||darlingi group||||Pterygota||Anophelinae|Nyssorhynchus||Nematocera|Hexapoda|||||Culicoidea||||	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Anopheles	Anopheles darlingi	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1358_NODE_1241_length_2323_cov_4.279101_5	XP_035906333.1	90	422	33	4	1	414	1	421	858	5.7e-134	488.8	XP_035906333.1 longitudinals lacking protein, isoforms A/B/D/L isoform X2 [Anopheles stephensi]	30069	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Anopheles|Anopheles stephensi||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia|Neocellia|Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|||||||||||||||Pterygota||Anophelinae|Cellia||Nematocera|Hexapoda|||||Culicoidea||||	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Anopheles	Anopheles stephensi	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1358_NODE_1893_length_1996_cov_6.324575_1	XP_041771880.1	70.4	609	84	9	1	531	989	1579	1579	4.4e-163	585.9	XP_041771880.1 uncharacterized protein DDB_G0283357 isoform X7 [Anopheles merus]	30066	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Anopheles|Anopheles merus||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia|Pyretophorus|Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|gambiae species complex||||||||||||||Pterygota||Anophelinae|Cellia||Nematocera|Hexapoda|||||Culicoidea||||	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Anopheles	Anopheles merus	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1358_NODE_2309_length_1852_cov_1.580412_1	QJT93738.1	98.3	242	4	0	85	326	1	242	600	2.1e-133	486.9	QJT93738.1 RNA-dependent RNA polymerase [Erysiphe necator associated narnavirus 6]	2736410	Viruses|Lenarviricota|Amabiliviricetes|Wolframvirales|Narnaviridae|Narnavirus|Erysiphe necator associated narnavirus 6||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Narnavirus||||||||||||||||||||||||||||||	Viruses	Lenarviricota	Amabiliviricetes	Wolframvirales	Narnaviridae	Narnavirus	Erysiphe necator associated narnavirus 6	Orthornavirae	Riboviria	NA	NA
F1358_NODE_2309_length_1852_cov_1.580412_2	QJT93738.1	99.3	290	2	0	29	318	271	560	600	7.5e-166	594.3	QJT93738.1 RNA-dependent RNA polymerase [Erysiphe necator associated narnavirus 6]	2736410	Viruses|Lenarviricota|Amabiliviricetes|Wolframvirales|Narnaviridae|Narnavirus|Erysiphe necator associated narnavirus 6||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Narnavirus||||||||||||||||||||||||||||||	Viruses	Lenarviricota	Amabiliviricetes	Wolframvirales	Narnaviridae	Narnavirus	Erysiphe necator associated narnavirus 6	Orthornavirae	Riboviria	NA	NA
F1127_NODE_5439_length_1114_cov_3.962229_3	XP_038111047.1	81.3	257	39	3	124	371	130	386	856	2.8e-103	386.7	XP_038111047.1 mRNA (2'-O-methyladenosine-N(6)-)-methyltransferase [Culex quinquefasciatus]	7176	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Culex|Culex quinquefasciatus||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia||Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|Culex pipiens complex||||||||||||||Pterygota||Culicinae|Culex||Nematocera|Hexapoda|||||Culicoidea|||Culicini|	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex quinquefasciatus	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1401_NODE_9_length_4724_cov_5.240737_4	EDS29262.1	74.9	183	33	1	432	614	67	236	236	1.3e-61	249.2	EDS29262.1 adult cuticle protein [Culex quinquefasciatus]	7176	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Culex|Culex quinquefasciatus||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia||Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|Culex pipiens complex||||||||||||||Pterygota||Culicinae|Culex||Nematocera|Hexapoda|||||Culicoidea|||Culicini|	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex quinquefasciatus	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1402_NODE_899_length_1616_cov_3.801409_2	XP_039430643.1	62.7	335	98	7	24	347	1933	2251	2296	3.4e-95	359.8	XP_039430643.1 titin-like isoform X1 [Culex pipiens pallens]	42434	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Culex|Culex pipiens||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia||Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|Culex pipiens complex||||||||||||||Pterygota||Culicinae|Culex||Nematocera|Hexapoda||Culex pipiens pallens|||Culicoidea|||Culicini|	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex pipiens	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1335_NODE_17_length_8948_cov_5.118408_3	XP_021695783.1	97.5	2765	64	3	15	2778	1	2762	2762	0	4137.4	XP_021695783.1 LOW QUALITY PROTEIN: uncharacterized protein LOC5570673 [Aedes aegypti]	7159	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Aedes|Aedes aegypti||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia||Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|||||||||||||||Pterygota||Culicinae|Stegomyia||Nematocera|Hexapoda|||||Culicoidea|||Aedini|	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes aegypti	Metazoa	Opisthokonta	Eumetazoa	Bilateria
