qseqid	tax_id	evalue	Collapsed_lineage	superkingdom	phylum	class	order	family	genus	species	kingdom	realm	clade1	clade2	orf_id	contig_id	possibly_cellular_contig	target	evalue_full_seq	score_full_seq	bias_full_seq	evalue_best_dom	score_best_dom	bias_best_dom	dom_num_estim_exp	dom_num_estim_reg	dom_num_estim_clu	dom_num_estim_ov	dom_num_estim_env	dom_num_estim_dom	dom_num_estim_rep	dom_num_estim_inc	contig_set	orf_start	orf_end	orf_sense	orf_len	sseqid_be	pident_be	length_be	mismatch_be	gapopen_be	qstart_be	qend_be	sstart_be	send_be	slen_be	evalue_be	bitscore_be	stitle_be	tax_id_be	Collapsed_lineage_be	superkingdom_be	phylum_be	class_be	order_be	family_be	genus_be	species_be	kingdom_be	realm_be	clade1_be	clade2_be	rdrp_scan_vir_group	RdRP_scan_match_with_DMND	orf_id_original	qstart_be_nt	qend_be_nt
F1276_NODE_48_length_2574_cov_4.979754_2	2585030	1.2e-119	Viruses||||||||Riboviria||||||||||||||||||||||||||||||unclassified Riboviria||||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	NA	NA	Riboviria	NA	NA	F1276_NODE_48_length_2574_cov_4.979754_2	F1276_NODE_48_length_2574_cov_4.979754	0	ALL_NCBI_Palmdb_RdRp.Sobelivirales.0.4.fasta	2e-91	300.1	2.1	2.6e-91	299.8	2.1	1	1	0	0	1	1	1	1	N	1150	2565	FORWARD	1415	YP_009329996.1	57.1	375	157	3	97	471	1	371	372	1.2e-119	441.4	YP_009329996.1 hypothetical protein 2 [Hubei sobemo-like virus 47]	1923235	Viruses||||||Hubei sobemo-like virus 47||Riboviria||||||||||||||||||||||||||||||unclassified Riboviria|unclassified RNA viruses ShiM-2016|||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	Hubei sobemo-like virus 47	NA	Riboviria	NA	NA	Sobelivirales	no match	F1276_NODE_48_length_2574_cov_4.979754_2	NA	NA
F1038_NODE_1_length_11101_cov_60.073149_1	2079148	0	Viruses||||||Culex pipiens-associated Tunisia virus||Riboviria|unclassified ssRNA positive-strand viruses|||||||||||||||||||||||||||||unclassified Riboviria|unclassified ssRNA viruses|||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	Culex pipiens-associated Tunisia virus	NA	Riboviria	unclassified ssRNA positive-strand viruses	NA	F1038_NODE_1_length_11101_cov_60.073149_1	F1038_NODE_1_length_11101_cov_60.073149	0	ALL_NCBI_Palmdb_RdRp.Martellivirales_Cter_GDD.0.4.fasta	1.7e-162	535.2	15.4	1.7e-162	535.2	15.4	23	2	0	0	2	2	2	1	N	11100	3421	REVERSE	7679	YP_009553255.1	71.6	2558	664	11	27	2560	1	2520	2520	0	3663.6	YP_009553255.1 replicase [Culex pipiens-associated Tunisia virus]	2079148	Viruses||||||Culex pipiens-associated Tunisia virus||Riboviria|unclassified ssRNA positive-strand viruses|||||||||||||||||||||||||||||unclassified Riboviria|unclassified ssRNA viruses|||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	Culex pipiens-associated Tunisia virus	NA	Riboviria	unclassified ssRNA positive-strand viruses	NA	Martellivirales	no match	F1038_NODE_1_length_11101_cov_60.073149_1	NA	NA
F1120_NODE_1_length_11041_cov_142.104315_2	1923335	0	Viruses||||||Hubei virga-like virus 2||Riboviria||||||||||||||||||||||||||||||unclassified Riboviria|unclassified RNA viruses ShiM-2016|||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	Hubei virga-like virus 2	NA	Riboviria	NA	NA	F1120_NODE_1_length_11041_cov_142.104315_2	F1120_NODE_1_length_11041_cov_142.104315	0	ALL_NCBI_Palmdb_RdRp.Martellivirales_Cter_GDD.0.4.fasta	3.6e-158	520.8	0.1	5.6e-158	520.2	0.1	12	1	0	0	1	1	1	1	G	71	10216	FORWARD	10145	QRW42815.1	97.4	3364	40	1	19	3382	1	3316	3316	0	6127.7	QRW42815.1 MAG: polyprotein [Hubei virga-like virus 2]	1923335	Viruses||||||Hubei virga-like virus 2||Riboviria||||||||||||||||||||||||||||||unclassified Riboviria|unclassified RNA viruses ShiM-2016|||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	Hubei virga-like virus 2	NA	Riboviria	NA	NA	Martellivirales	no match	F1120_NODE_1_length_11041_cov_142.104315_2	NA	NA
F1120_NODE_2_length_7852_cov_13.154547_1	2607736	0	Viruses|Kitrinoviricota|Alsuviricetes|Tymovirales|||Guadeloupe Culex tymo-like virus||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Tymovirales||||||||||||||||||||||||||||||	Viruses	Kitrinoviricota	Alsuviricetes	Tymovirales	NA	NA	Guadeloupe Culex tymo-like virus	Orthornavirae	Riboviria	NA	NA	F1120_NODE_2_length_7852_cov_13.154547_1	F1120_NODE_2_length_7852_cov_13.154547	0	ALL_NCBI_Palmdb_RdRp.Tymovirales.0.4.fasta	2.1e-143	472.1	1.4	6.3e-143	470.5	0	24	2	1	0	2	2	2	1	G	7824	1105	REVERSE	6719	QRW41704.1	96.7	2210	72	0	31	2240	1	2210	2210	0	4310.4	QRW41704.1 MAG: RNA-dependent RNA polymerase [Guadeloupe Culex tymo-like virus]	2607736	Viruses|Kitrinoviricota|Alsuviricetes|Tymovirales|||Guadeloupe Culex tymo-like virus||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Tymovirales||||||||||||||||||||||||||||||	Viruses	Kitrinoviricota	Alsuviricetes	Tymovirales	NA	NA	Guadeloupe Culex tymo-like virus	Orthornavirae	Riboviria	NA	NA	Tymovirales	BestHit	F1120_NODE_2_length_7852_cov_13.154547_1	NA	NA
F1120_NODE_4_length_5019_cov_758.624496_3	2559587	1.3e-289	Viruses||||||||Riboviria||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	NA	NA	Riboviria	NA	NA	F1120_NODE_4_length_5019_cov_758.624496_3	F1120_NODE_4_length_5019_cov_758.624496	0	ALL_NCBI_Palmdb_RdRp.Tolivirales_Cter_GDD.0.4.fasta	1.2e-111	366.7	5.2	1.5e-111	366.4	5.2	1	1	0	0	1	1	1	1	G	1643	3097	FORWARD	1454	APG76308.1	99.8	485	1	0	1	485	522	1006	1006	1.3e-289	1006.1	APG76308.1 hypothetical protein 1 [Hubei mosquito virus 4]	1922928	Viruses||||||Hubei mosquito virus 4||Riboviria||||||||||||||||||||||||||||||unclassified Riboviria|unclassified RNA viruses ShiM-2016|||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	Hubei mosquito virus 4	NA	Riboviria	NA	NA	Tolivirales	no match	F1120_NODE_4_length_5019_cov_758.624496_3	NA	NA
F1120_NODE_57_length_2277_cov_3.948245_1	1077831	0	Viruses|Lenarviricota|Amabiliviricetes|Wolframvirales|Narnaviridae||||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Narnaviridae||||||||||||||||||||||||||||||	Viruses	Lenarviricota	Amabiliviricetes	Wolframvirales	Narnaviridae	NA	NA	Orthornavirae	Riboviria	NA	NA	F1120_NODE_57_length_2277_cov_3.948245_1	F1120_NODE_57_length_2277_cov_3.948245	0	ALL_NCBI_Palmdb_RdRp.Wolframvirales.0.4.fasta	3.9e-47	153.6	0	5e-47	153.2	0	11	1	0	0	1	1	1	1	G	2277	1	REVERSE	2276	QTW97839.1	96.5	738	26	0	22	759	1	738	919	0	1381.7	QTW97839.1 RNA-dependent RNA polymerase [Narnaviridae sp.]	2583949	Viruses|Lenarviricota|Amabiliviricetes|Wolframvirales|Narnaviridae||Narnaviridae sp.||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Narnaviridae||||||||||||||||||||||||||||||	Viruses	Lenarviricota	Amabiliviricetes	Wolframvirales	Narnaviridae	NA	Narnaviridae sp.	Orthornavirae	Riboviria	NA	NA	Wolframvirales	BestHit	F1120_NODE_57_length_2277_cov_3.948245_1	NA	NA
F1621_NODE_32_length_2992_cov_117.672114_1	2010280	2.1e-275	Viruses||||||Wilkie narna-like virus 1||||||||||||||||||||||||||||||||unclassified viruses||||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	Wilkie narna-like virus 1	NA	NA	NA	NA	F1621_NODE_32_length_2992_cov_117.672114_1	F1621_NODE_32_length_2992_cov_117.672114	0	ALL_NCBI_Palmdb_RdRp.Wolframvirales.0.4.fasta	3.3e-59	193.5	0	4e-59	193.2	0	1	1	0	0	1	1	1	1	G	1	2925	FORWARD	2924	ASA47364.1	56.1	859	370	5	121	974	1	857	858	2.1e-275	959.9	ASA47364.1 RdRp [Wilkie narna-like virus 1]	2010280	Viruses||||||Wilkie narna-like virus 1||||||||||||||||||||||||||||||||unclassified viruses||||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	Wilkie narna-like virus 1	NA	NA	NA	NA	Wolframvirales	no match	F1621_NODE_32_length_2992_cov_117.672114_1	NA	NA
F1621_NODE_1440_length_951_cov_4.206473_1	2585031	2.1e-83	Viruses||||||Riboviria sp.||Riboviria||||||||||||||||||||||||||||||unclassified Riboviria||||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	Riboviria sp.	NA	Riboviria	NA	NA	F1621_NODE_1440_length_951_cov_4.206473_1	F1621_NODE_1440_length_951_cov_4.206473	0	ALL_NCBI_Palmdb_RdRp.Ellioviricetes.0.4.fasta	6.9e-42	136.3	2.1	7.4e-42	136.2	2.1	11	1	0	0	1	1	1	1	N	1	951	FORWARD	950	QTW97783.1	51.6	318	147	3	3	317	1105	1418	1916	2.1e-83	320.5	QTW97783.1 RNA-dependent RNA polymerase [Riboviria sp.]	2585031	Viruses||||||Riboviria sp.||Riboviria||||||||||||||||||||||||||||||unclassified Riboviria||||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	Riboviria sp.	NA	Riboviria	NA	NA	Ellioviricetes	no match	F1621_NODE_1440_length_951_cov_4.206473_1	NA	NA
F1187_NODE_1_length_18532_cov_6.864318_2	38144	2.1e-133	Viruses|Kitrinoviricota|Flasuviricetes|Amarillovirales|Flaviviridae||||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Flaviviridae||||||||||||||||||||||||||||||	Viruses	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	NA	NA	Orthornavirae	Riboviria	NA	NA	F1187_NODE_1_length_18532_cov_6.864318_2	F1187_NODE_1_length_18532_cov_6.864318	0	ALL_NCBI_Palmdb_RdRp.Amarillovirales.0.4.fasta	4.9e-98	321.7	5	6.1e-89	291.6	2.3	31	2	1	0	2	2	2	2	N	1239	18530	FORWARD	17291	QNM37798.1	26.5	1717	899	46	4362	5754	4528	6205	6443	2.1e-133	490.7	QNM37798.1 hypothetical protein [Frankliniella occidentalis flavi-like virus 1]	2767259	Viruses|Kitrinoviricota|Flasuviricetes|Amarillovirales|Flaviviridae||Frankliniella occidentalis flavi-like virus 1||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Flaviviridae||||||||||||||||||||||||||||||	Viruses	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	NA	Frankliniella occidentalis flavi-like virus 1	Orthornavirae	Riboviria	NA	NA	Amarillovirales	BestHit	F1187_NODE_1_length_18532_cov_6.864318_2	NA	NA
F1187_NODE_3_length_11590_cov_460.255743_4	11270	0	Viruses|Negarnaviricota|Monjiviricetes|Mononegavirales|Rhabdoviridae||||Riboviria||||||||||||||||||||||||||||Orthornavirae|||||||||||||||||||||||Haploviricotina|||||||||	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	Rhabdoviridae	NA	NA	Orthornavirae	Riboviria	NA	NA	F1187_NODE_3_length_11590_cov_460.255743_4	F1187_NODE_3_length_11590_cov_460.255743	0	ALL_NCBI_Palmdb_RdRp.Monjiviricetes_1.0.4.fasta	2.6e-165	544.1	0.2	5.4e-165	543	0.2	14	1	0	0	1	1	1	1	N	6624	202	REVERSE	6422	YP_009552820.1	66.2	2118	715	1	22	2139	1	2117	2122	0	2947.9	YP_009552820.1 large protein [Riverside virus 1]	1803263	Viruses|Negarnaviricota|Monjiviricetes|Mononegavirales|Rhabdoviridae||Riverside virus 1||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Rhabdoviridae|||||||||||||||||||||Haploviricotina|||||||||	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	Rhabdoviridae	NA	Riverside virus 1	Orthornavirae	Riboviria	NA	NA	Monjiviricetes	BestHit	F1187_NODE_3_length_11590_cov_460.255743_4	NA	NA
F1187_NODE_10_length_7026_cov_14.692727_2	2894007	0	Viruses|Duplornaviricota|Chrymotiviricetes|Ghabrivirales|Totiviridae||Palmetto toti-like virus||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Totiviridae||||||||||||||||||||||||||||||	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	NA	Palmetto toti-like virus	Orthornavirae	Riboviria	NA	NA	F1187_NODE_10_length_7026_cov_14.692727_2	F1187_NODE_10_length_7026_cov_14.692727	0	ALL_NCBI_Palmdb_RdRp.Ghabrivirales.0.4.fasta	3.1e-102	335.5	9.6	4.1e-102	335.2	9.6	11	1	0	0	1	1	1	1	N	3157	32	REVERSE	3125	UGO48654.1	55.1	1040	455	1	3	1042	6	1033	1033	0	1162.1	UGO48654.1 RNA dependent RNA polymerase, partial [Palmetto toti-like virus]	2894007	Viruses|Duplornaviricota|Chrymotiviricetes|Ghabrivirales|Totiviridae||Palmetto toti-like virus||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Totiviridae||||||||||||||||||||||||||||||	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	NA	Palmetto toti-like virus	Orthornavirae	Riboviria	NA	NA	Ghabrivirales	BestHit	F1187_NODE_10_length_7026_cov_14.692727_2	NA	NA
F1187_NODE_97_length_3950_cov_14.483184_1	2559587	7.8e-254	Viruses||||||||Riboviria||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	NA	NA	Riboviria	NA	NA	F1187_NODE_97_length_3950_cov_14.483184_1	F1187_NODE_97_length_3950_cov_14.483184	0	ALL_NCBI_Palmdb_RdRp.Reovirales.0.4.fasta	4.4e-77	252.3	0.4	6.5e-77	251.8	0.4	11	1	0	0	1	1	1	1	G	2	3907	FORWARD	3905	QRW41688.1	39.8	1283	736	19	47	1301	1	1274	1276	7.8e-254	888.6	QRW41688.1 MAG: RNA-dependent RNA polymerase [Lasigmu virus]	2800924	Viruses||||||Lasigmu virus||Riboviria||||||||||||||||||||||||||||||unclassified Riboviria||||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	Lasigmu virus	NA	Riboviria	NA	NA	Reovirales	no match	F1187_NODE_97_length_3950_cov_14.483184_1	NA	NA
F1090_NODE_3_length_9180_cov_148.045808_1	2559587	0	Viruses||||||||Riboviria||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	NA	NA	Riboviria	NA	NA	F1090_NODE_3_length_9180_cov_148.045808_1	F1090_NODE_3_length_9180_cov_148.045808	0	ALL_NCBI_Palmdb_RdRp.Picornavirales.0.4.fasta	1.8e-113	372.6	0	3.3e-113	371.8	0	13	1	0	0	1	1	1	1	G	496	8871	FORWARD	8375	YP_009448183.1	70.4	2785	757	10	14	2792	22	2744	2752	0	3982.6	YP_009448183.1 polyprotein [Armigeres iflavirus]	2018471	Viruses|Pisuviricota|Pisoniviricetes|Picornavirales|Iflaviridae|Iflavirus|Armigeres iflavirus||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Iflavirus||||||||||||||||||||||||||||||	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Iflaviridae	Iflavirus	Armigeres iflavirus	Orthornavirae	Riboviria	NA	NA	Picornavirales	BestHit	F1090_NODE_3_length_9180_cov_148.045808_1	NA	NA
F1090_NODE_8_length_4703_cov_8.527108_3	1923267	1.4e-272	Viruses||||||Hubei tombus-like virus 20||Riboviria||||||||||||||||||||||||||||||unclassified Riboviria|unclassified RNA viruses ShiM-2016|||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	Hubei tombus-like virus 20	NA	Riboviria	NA	NA	F1090_NODE_8_length_4703_cov_8.527108_3	F1090_NODE_8_length_4703_cov_8.527108	0	ALL_NCBI_Palmdb_RdRp.Tolivirales_Cter_GDD.0.4.fasta	1.1e-90	297.5	0.8	1.2e-90	297.2	0.8	1	1	0	0	1	1	1	1	N	3313	1853	REVERSE	1460	YP_009337034.1	97.4	470	12	0	18	487	1	470	470	1.4e-272	949.5	YP_009337034.1 hypothetical protein 3 [Hubei tombus-like virus 20]	1923267	Viruses||||||Hubei tombus-like virus 20||Riboviria||||||||||||||||||||||||||||||unclassified Riboviria|unclassified RNA viruses ShiM-2016|||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	Hubei tombus-like virus 20	NA	Riboviria	NA	NA	Tolivirales	no match	F1090_NODE_8_length_4703_cov_8.527108_3	NA	NA
F1103_NODE_1_length_10799_cov_1076.610853_1	2315810	0	Viruses|||||Negevirus|||Riboviria|unclassified ssRNA positive-strand viruses|||||||||||||||||||||||||||||unclassified Riboviria|unclassified ssRNA viruses|unclassified Negevirus||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	Negevirus	NA	NA	Riboviria	unclassified ssRNA positive-strand viruses	NA	F1103_NODE_1_length_10799_cov_1076.610853_1	F1103_NODE_1_length_10799_cov_1076.610853	0	ALL_NCBI_Palmdb_RdRp.Martellivirales_Cter_GDD.0.4.fasta	2.6e-139	458.4	9.9	2.6e-139	458.4	9.9	27	3	0	0	3	3	3	1	G	3	8288	FORWARD	8285	BBQ04461.1	88.9	2763	282	2	26	2762	1	2763	2763	0	4991.8	BBQ04461.1 RNA-dependent RNA polymerase [Culex pseudovishnui negev-like virus]	2682815	Viruses|||||Negevirus|Culex pseudovishnui negev-like virus||Riboviria|unclassified ssRNA positive-strand viruses|||||||||||||||||||||||||||||unclassified Riboviria|unclassified ssRNA viruses|unclassified Negevirus||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	Negevirus	Culex pseudovishnui negev-like virus	NA	Riboviria	unclassified ssRNA positive-strand viruses	NA	Martellivirales	no match	F1103_NODE_1_length_10799_cov_1076.610853_1	NA	NA
F1371_NODE_2_length_10261_cov_47.214776_1	2665440	0	Viruses|Kitrinoviricota|Alsuviricetes|Martellivirales|Virgaviridae||Hammarskog virga-like virus||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Virgaviridae||||||||||||||||||||||||||||||	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	NA	Hammarskog virga-like virus	Orthornavirae	Riboviria	NA	NA	F1371_NODE_2_length_10261_cov_47.214776_1	F1371_NODE_2_length_10261_cov_47.214776	0	ALL_NCBI_Palmdb_RdRp.Martellivirales_Cter_GDD.0.4.fasta	2.1e-153	505.1	3.5	3.7e-153	504.3	3.5	13	1	0	0	1	1	1	1	N	10147	2648	REVERSE	7499	QGA87337.1	51.7	2499	1136	21	11	2500	1	2436	2436	0	2493	QGA87337.1 hypothetical protein [Hammarskog virga-like virus]	2665440	Viruses|Kitrinoviricota|Alsuviricetes|Martellivirales|Virgaviridae||Hammarskog virga-like virus||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Virgaviridae||||||||||||||||||||||||||||||	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	NA	Hammarskog virga-like virus	Orthornavirae	Riboviria	NA	NA	Martellivirales	BestHit	F1371_NODE_2_length_10261_cov_47.214776_1	NA	NA
F1605_NODE_1_length_9870_cov_225.745695_1	2585030	0	Viruses||||||||Riboviria||||||||||||||||||||||||||||||unclassified Riboviria||||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	NA	NA	Riboviria	NA	NA	F1605_NODE_1_length_9870_cov_225.745695_1	F1605_NODE_1_length_9870_cov_225.745695	0	ALL_NCBI_Palmdb_RdRp.Picornavirales.0.4.fasta	3.2e-81	266	8.1	3.2e-81	266	8.1	17	2	0	0	2	2	2	1	G	9538	200	REVERSE	9338	YP_009345020.1	93.5	3113	198	2	5	3113	1	3113	3113	0	5826.9	YP_009345020.1 hypothetical protein [Zhejiang mosquito virus 1]	1923778	Viruses||||||Zhejiang mosquito virus 1||Riboviria||||||||||||||||||||||||||||||unclassified Riboviria|unclassified RNA viruses ShiM-2016|||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	Zhejiang mosquito virus 1	NA	Riboviria	NA	NA	Picornavirales	no match	F1605_NODE_1_length_9870_cov_225.745695_1	NA	NA
F1347_NODE_3_length_2331_cov_1398.506591_1	2560063	0	Viruses|Lenarviricota|Miaviricetes|Ourlivirales|Botourmiaviridae||||Riboviria||||||||||||||||||||||||||||Orthornavirae||||||||||||||||||||||||||||||||	Viruses	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	NA	NA	Orthornavirae	Riboviria	NA	NA	F1347_NODE_3_length_2331_cov_1398.506591_1	F1347_NODE_3_length_2331_cov_1398.506591	0	ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta	2.8e-129	425.2	8.1	3.4e-129	424.9	8.1	1	1	0	0	1	1	1	1	G	55	2007	FORWARD	1952	QGY72609.1	91.3	643	56	0	9	651	1	643	643	0	1202.6	QGY72609.1 RNA dependent RNA polymerase [Plasmopara viticola lesion associated ourmia-like virus 79]	2686552	Viruses|Lenarviricota|Miaviricetes|Ourlivirales|Botourmiaviridae|Scleroulivirus|Scleroulivirus sigmaplasmoparae||Riboviria||||||||||||||||||||||||||||Orthornavirae||Plasmopara viticola lesion associated ourmia-like virus 79||||||||||||||||||||||||||||||	Viruses	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	Scleroulivirus	Scleroulivirus sigmaplasmoparae	Orthornavirae	Riboviria	NA	NA	Ourlivirales	BestHit	F1347_NODE_3_length_2331_cov_1398.506591_1	NA	NA
F1348_NODE_1_length_5392_cov_35676.523328_1	2732396	0	Viruses||||||||Riboviria||||||||||||||||||||||||||||Orthornavirae||||||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	NA	Orthornavirae	Riboviria	NA	NA	F1348_NODE_1_length_5392_cov_35676.523328_1	F1348_NODE_1_length_5392_cov_35676.523328	0	Permutotetraviridae.ALL_RdRp_Palmdb_0.4.fasta	1.5e-157	517	0	2.3e-157	516.5	0	12	1	0	0	1	1	1	1	N	5251	2060	REVERSE	3191	YP_009551892.1	96.5	1048	37	0	17	1064	1	1048	1048	0	2042.3	YP_009551892.1 hypothetical protein [Sarawak virus]	2109380	Viruses|Kitrinoviricota|Alsuviricetes|Hepelivirales|Alphatetraviridae||Sarawak virus||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Alphatetraviridae||||||||||||||||||||||||||||||	Viruses	Kitrinoviricota	Alsuviricetes	Hepelivirales	Alphatetraviridae	NA	Sarawak virus	Orthornavirae	Riboviria	NA	NA	Permutotetraviridae	no match	F1348_NODE_1_length_5392_cov_35676.523328_1	NA	NA
F1349_NODE_35_length_2123_cov_45.847195_1	2065806	1e-119	Viruses||||||Tetrodontophora bielanensis associated virus 1||||||||||||||||||||||||||||||||unclassified viruses||||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	Tetrodontophora bielanensis associated virus 1	NA	NA	NA	NA	F1349_NODE_35_length_2123_cov_45.847195_1	F1349_NODE_35_length_2123_cov_45.847195	0	ALL_NCBI_Palmdb_RdRp.Durnavirales.0.4.fasta	6.8e-51	166.1	16	8.7e-51	165.8	16	1	1	0	0	1	1	1	1	N	2123	42	REVERSE	2081	DAB41738.1	39.8	586	333	8	1	581	357	927	1074	1e-119	442.2	DAB41738.1 TPA_exp: RNA-dependent RNA polymerase, partial [Tetrodontophora bielanensis associated virus 1]	2065806	Viruses||||||Tetrodontophora bielanensis associated virus 1||||||||||||||||||||||||||||||||unclassified viruses||||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	Tetrodontophora bielanensis associated virus 1	NA	NA	NA	NA	Durnavirales	no match	F1349_NODE_35_length_2123_cov_45.847195_1	NA	NA
F1352_NODE_2_length_15650_cov_128.103110_1	564644	0	Viruses|Kitrinoviricota|Alsuviricetes|Martellivirales|Endornaviridae||||Riboviria||||||||||||||||||||||||||||Orthornavirae||||||||||||||||||||||||||||||||	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	NA	NA	Orthornavirae	Riboviria	NA	NA	F1352_NODE_2_length_15650_cov_128.103110_1	F1352_NODE_2_length_15650_cov_128.103110	0	ALL_NCBI_Palmdb_RdRp.Martellivirales_Cter_GDD.0.4.fasta	6.1e-111	364.6	17.4	6.1e-111	364.6	17.4	31	3	0	0	3	3	3	1	G	24	15602	FORWARD	15578	QBB21108.1	28.5	5045	2993	130	285	5181	223	4801	4815	0	1754.6	QBB21108.1 polyprotein [Geranium carolinianum endornavirus]	2517909	Viruses|Kitrinoviricota|Alsuviricetes|Martellivirales|Endornaviridae||Geranium carolinianum endornavirus||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Endornaviridae||||||||||||||||||||||||||||||	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	NA	Geranium carolinianum endornavirus	Orthornavirae	Riboviria	NA	NA	Martellivirales	BestHit	F1352_NODE_2_length_15650_cov_128.103110_1	NA	NA
F1352_NODE_3_length_14598_cov_105.777212_1	2651954	0	Viruses|Kitrinoviricota|Alsuviricetes|Martellivirales|Endornaviridae||Kerstinbo virus||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Endornaviridae||||||||||||||||||||||||||||||	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	NA	Kerstinbo virus	Orthornavirae	Riboviria	NA	NA	F1352_NODE_3_length_14598_cov_105.777212_1	F1352_NODE_3_length_14598_cov_105.777212	0	ALL_NCBI_Palmdb_RdRp.Martellivirales_Cter_GDD.0.4.fasta	2.5e-157	518.1	13.9	2.5e-157	518.1	13.9	69	8	1	1	9	9	9	2	G	2	14554	FORWARD	14552	QGA70905.1	48.1	3745	1824	34	1190	4849	3	3711	3713	0	3499.1	QGA70905.1 RNA-dependent RNA polymerase [Kerstinbo virus]	2651954	Viruses|Kitrinoviricota|Alsuviricetes|Martellivirales|Endornaviridae||Kerstinbo virus||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Endornaviridae||||||||||||||||||||||||||||||	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	NA	Kerstinbo virus	Orthornavirae	Riboviria	NA	NA	Martellivirales	BestHit	F1352_NODE_3_length_14598_cov_105.777212_1	NA	NA
